p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
0.136551768297752	0.0345883853119215	0.368	0.339	1	ARHGAP1
0.136607079723706	0.031411847908149	0.283	0.265	1	RP11-701H24.9
0.136685089502628	-0.0524667246149463	0.38	0.412	1	CTBP1
0.136900590778829	0.0391624061643525	0.232	0.21	1	NBPF3
0.136973323874843	0.0253743735451561	0.667	0.632	1	TOB1
0.136973460689187	0.0156172006255217	0.396	0.373	1	ZMPSTE24
0.137030336506375	-0.0414845221771685	0.939	0.931	1	CELF2
0.137072604113104	0.0402743804038781	0.883	0.844	1	RAB11A
0.137132744675843	0.00561255319220183	0.161	0.136	1	GLUL
0.137281652096625	-0.00109597230039654	0.366	0.353	1	YTHDC2
0.137395008950309	0.0517719930799462	0.363	0.34	1	HPD
0.137397968662556	0.00162889285933226	0.333	0.305	1	RPP30
0.137596958565583	0.0371861378360102	0.33	0.305	1	MAP2K4
0.137675179097253	-0.0602973337317247	0.427	0.453	1	ANKRD10
0.137752712978308	-0.0321049221043693	0.164	0.189	1	VRTN
0.137759204562589	0.0173653289689137	0.391	0.368	1	NDUFAF2
0.137773577654365	-0.04632719976428	0.593	0.608	1	SLC37A1
0.137842418072712	0.0487072741047754	0.282	0.26	1	IFT88
0.137865479192205	-0.0537433124361376	0.211	0.235	1	PXDC1
0.137935672149863	0.0354020800599796	0.454	0.429	1	SMCR8
0.137946389844818	0.0426644410652626	0.277	0.257	1	ABCB6
0.138041128493565	0.0400583746526129	0.624	0.586	1	USPL1
0.138042827040226	-0.0542924800206541	0.554	0.582	1	GAS2
0.13806434928732	-0.014100186539681	0.14	0.163	1	FSCN1
0.138082314765158	-0.0326200211040532	0.233	0.262	1	ZPR1
0.138107595422146	0.0401244107572359	0.224	0.205	1	ARHGAP6
0.138131317347638	0.0331141408100692	0.347	0.323	1	UPF3B
0.138136066243211	-0.0555626329708214	0.301	0.33	1	PSME1
0.138137687683393	0.0278995984011631	0.234	0.212	1	CSRP1
0.138196482819275	-0.056841184090586	0.49	0.527	1	ZFPM2
0.13821035407531	0.0460902976672507	0.594	0.573	1	SMPD3
0.138280544997344	-0.0685579570434259	0.227	0.254	1	PLEKHH2
0.138375319569759	0.0321528881529593	0.332	0.31	1	TFCP2
0.138505005645217	-0.0398179637355172	0.534	0.566	1	C8orf59
0.138517098284575	-0.0320546034448808	0.187	0.212	1	ERGIC3
0.138558008955705	-0.0343285244063281	0.282	0.309	1	YAE1D1
0.138581502086954	0.0205423966480326	0.102	0.084	1	MGAM
0.138585550682006	0.0535223689254511	0.379	0.358	1	TLR5
0.138637926355154	0.0368700408713131	0.398	0.363	1	CTD-2006C1.13
0.138664385105986	0.0312453682555268	0.419	0.402	1	TMEM102
0.138713337870131	0.0295078485712464	0.27	0.248	1	CLVS1
0.138791019250245	-0.030487226242645	0.429	0.462	1	HIST1H2AM
0.138844047275727	0.0487770654347323	0.664	0.647	1	CLEC16A
0.139063709239514	-0.0226590396933261	0.499	0.532	1	C7orf49
0.139073751727959	-0.0476927249115788	0.355	0.385	1	ADNP2
0.139092658368039	0.0326828667282152	0.434	0.417	1	CSTF2T
0.139129325816369	-0.0102471612424501	0.172	0.196	1	BTN3A1
0.139150418567929	0.0371688276213981	0.196	0.176	1	C16orf52
0.139217447195055	0.051052159774611	0.655	0.631	1	ANKRD17
0.139220143777139	-0.0314849215270593	0.256	0.28	1	MKI67
0.139257140361077	0.00381306801460304	0.142	0.12	1	PDDC1
0.139332892607016	0.0252341137276659	0.191	0.173	1	ZKSCAN1
0.139335313393635	0.0200338580435979	0.175	0.151	1	NRROS
0.139383240261616	0.0425855581870749	0.714	0.691	1	KAT7
0.139450291059056	0.0349208620424963	0.37	0.339	1	RSRC1
0.139514767007868	0.0316883381879896	0.176	0.156	1	IFI44
0.139624116977718	-0.0136525551306075	0.104	0.124	1	ARAP3
0.139625864972223	0.0393540258452195	0.301	0.284	1	ZMAT2
0.139642387278799	-0.0247236439177623	0.3	0.328	1	DTNBP1
0.13973104158638	0.0492955117688334	0.45	0.431	1	RPS20
0.139736529031076	-0.0717915961722334	0.644	0.656	1	NCOR2
0.139750009988837	-0.0717739553316774	0.48	0.511	1	TMEM181
0.139770087833073	0.0639841426103514	0.345	0.33	1	LPO
0.139931749250291	0.0254773270148078	0.355	0.324	1	DHX35
0.139976944926508	0.0359617229388306	0.427	0.403	1	LIAS
0.140024432861049	0.026305565063335	0.229	0.207	1	NDUFB1
0.140029927254167	0.0409836803344613	0.694	0.667	1	U2AF2
0.140135937893957	-0.00674257312583768	0.135	0.118	1	PRELID2
0.140218111194551	0.0300808698792093	0.256	0.233	1	COMMD7
0.140541412968841	-0.0609534894492458	0.341	0.365	1	ZNF184
0.140589172592851	0.0466178961566664	0.256	0.239	1	TNK1
0.140609807164941	0.0356209736955458	0.447	0.426	1	ZNF133
0.140676051641213	-0.0387875173697068	0.644	0.668	1	TCEB1
0.140730183096831	-0.0569824859011127	0.295	0.32	1	STK11IP
0.140783409306045	0.0403816202915756	0.27	0.249	1	TBK1
0.140889087706292	-0.0264484601684989	0.427	0.462	1	TRAF3
0.141036993442566	-0.0151077054927159	0.184	0.215	1	MANBAL
0.14105458517277	0.0181470154192132	0.229	0.207	1	PIGG
0.141223559711708	0.0299088279765157	0.158	0.139	1	ZNF606
0.141271669872297	0.0296492730730392	0.295	0.273	1	PIGBOS1
0.141315710905431	0.017173045988703	0.42	0.401	1	IL17RA
0.141539918352477	-0.0294756479083175	0.231	0.257	1	RELA
0.141592332788717	0.0378476918803201	0.649	0.626	1	SERBP1
0.141847428849295	-0.0211572574053107	0.135	0.115	1	FAT3
0.141942355364618	-0.0336785582288006	0.115	0.135	1	SRC
0.141946007551378	0.037877121790656	0.389	0.367	1	VILL
0.141956685163556	0.0472379962264292	0.208	0.186	1	CCDC62
0.141998161581948	0.0285292051019115	0.143	0.123	1	IGF2BP2
0.142061211850514	-0.0124151800907983	0.162	0.188	1	LACTB
0.142107094855296	0.0374070467553549	0.603	0.579	1	FAM19A1
0.142132535327644	0.0340894713749912	0.292	0.272	1	CEP76
0.142238432913903	0.0245433870866799	0.501	0.472	1	MIS12
0.14224504821745	-0.0219568799315457	0.47	0.503	1	PCDH12
0.142275247890185	-0.0861861244981421	0.49	0.522	1	JMY
0.142392141349754	0.0402488485716055	0.593	0.583	1	WRNIP1
0.142408110453738	-0.0303803926480042	0.281	0.31	1	LRRC20
0.142448332150493	-0.0260329304831305	0.209	0.239	1	FPGS
0.1426700136988	-0.0523935676080645	0.347	0.382	1	ADGRE3
0.14297785962288	0.0574097269608131	0.438	0.434	1	GDE1
0.143051967050616	0.0378217927106403	0.382	0.354	1	INO80E
0.143055826493687	-0.0195695934269703	0.095	0.114	1	PYCARD
0.143061077512681	0.0359913088107428	0.584	0.562	1	LENG1
0.143081226880694	0.0245216302582253	0.196	0.175	1	R3HCC1
0.1430924435411	-0.0595798249992928	0.437	0.462	1	COQ8B
0.143114587651985	-0.0451641191512792	0.223	0.252	1	ZNF330
0.143155892514099	0.00631402888943744	0.129	0.15	1	SGSM1
0.143160893846937	0.0327776063711424	0.225	0.203	1	PRPF3
0.143176972980189	-0.0491306608707025	0.458	0.482	1	ALS2
0.143192203346554	-0.0134878068569497	0.2	0.225	1	COPG1
0.143482172835605	0.0593079429248686	0.313	0.288	1	IL1RAPL1
0.143516680846418	-0.0275043478679674	0.128	0.15	1	CDK2AP1
0.143585421889084	0.0385560274777034	0.241	0.22	1	DCTN2
0.143653899315237	0.0195460006901976	0.188	0.168	1	RRP7A
0.143732864579177	-0.0263734893397082	0.297	0.329	1	COG2
0.143821804151101	-0.0262072986994935	0.097	0.115	1	PEAR1
0.143834540673701	0.0468339724595633	0.382	0.369	1	PROSC
0.143906417256899	-0.0585965230031245	0.283	0.309	1	BUB1
0.144032252940951	0.0293052361352963	0.29	0.263	1	DAP3
0.144032508246355	0.0349982255747627	0.745	0.727	1	CYLD
0.144034270622573	0.0432972375960047	0.236	0.214	1	RSAD1
0.144227858591678	-0.0217670295880761	0.292	0.322	1	METAP1D
0.144248844542508	0.020816971177713	0.399	0.374	1	POLD1
0.144301218926882	0.036819069269007	0.442	0.431	1	PHF1
0.144330035483206	-0.0312465602745029	0.087	0.105	1	MARVELD1
0.144365366975279	-0.0138920574021691	0.286	0.263	1	RASAL1
0.144410830029335	0.0414400556983452	0.42	0.407	1	SLC5A6
0.144582830712292	0.0402281377470364	0.336	0.32	1	COX8A
0.14460986134146	0.0173916706752167	0.348	0.323	1	ATP5A1
0.144687036534897	-0.0609819583163723	0.413	0.443	1	MAPK9
0.144770008017237	0.0431875986201515	0.196	0.178	1	GSN
0.144961205775159	0.0449440684314266	0.515	0.496	1	MAD2L1BP
0.145003392257802	-0.0353786668691088	0.278	0.308	1	PARPBP
0.145035643863492	0.021471499227864	0.631	0.594	1	PKNOX1
0.145052588045948	-0.0318535569282163	0.343	0.375	1	NUPL2
0.145063673911824	-0.0282811956615652	0.504	0.532	1	SLC25A19
0.145223464553435	-0.0716776789368725	0.213	0.239	1	FSTL4
0.145269442443306	0.0836462915770723	0.207	0.186	1	GPLD1
0.145295484737691	0.0514899284184029	0.852	0.841	1	JMJD1C
0.145394259851072	0.0262892460425821	0.174	0.154	1	GPR176
0.145432548886493	-0.0640353206128336	0.205	0.235	1	NPAS3
0.145451934728009	-0.0129124882273147	0.194	0.222	1	GLB1L
0.145484616905718	0.0583880195655845	0.248	0.232	1	C9orf69
0.145520152407543	0.0258319069670394	0.359	0.339	1	CALR3
0.145663845667782	0.0297606010009263	0.501	0.488	1	UPF2
0.145684686038797	-0.032412709958493	0.882	0.894	1	CREM
0.14569060726891	-0.047493841811606	0.3	0.329	1	RWDD3
0.145697742812573	0.0576436018266543	0.657	0.636	1	ZNF217
0.145793651829664	0.034263386404646	0.651	0.623	1	MTIF3
0.145858494452117	0.030680910584795	0.155	0.135	1	DUSP19
0.145861704221722	0.0260451796588522	0.292	0.269	1	KDM5B
0.145894429306575	-0.0102509013526003	0.086	0.105	1	ZFP69
0.145998394516398	-0.0291624934745632	0.277	0.307	1	SEC24A
0.146111159002538	0.0312572529528395	0.274	0.257	1	SNURF
0.146146227849865	0.043675200210671	0.276	0.257	1	YKT6
0.146282602723822	0.0305305785969166	0.102	0.085	1	MYPN
0.14629722770109	0.0394826936383618	0.589	0.568	1	NAT6
0.146308067343757	0.0401624231809433	0.4	0.378	1	SEPHS1
0.146343595963628	-0.0211745781609405	0.102	0.121	1	HOXD3
0.146537027898102	-0.0655305762514627	0.416	0.393	1	MAP2K5
0.146567613163231	-0.0574169675742301	0.3	0.327	1	CNEP1R1
0.146604121249622	0.0395563592471011	0.626	0.601	1	RPS29
0.146621196360304	-0.0516057677401466	0.381	0.416	1	TFB2M
0.146639992539284	0.00663516882223125	0.624	0.593	1	ACSF3
0.146717737925088	0.0221880425774588	0.608	0.587	1	HIF1A
0.146725302035716	0.0317152882762193	0.232	0.21	1	RAP1GAP
0.146837470911016	0.0188854529659724	0.584	0.558	1	CCNYL1
0.146844114729033	0.0288133506889721	0.448	0.422	1	ACBD6
0.147006930529785	0.0128877415518153	0.248	0.223	1	SEMA4B
0.1471837546383	-0.0198493892220299	0.227	0.259	1	CMPK2
0.147190673063094	0.0302758344020529	0.507	0.493	1	RBM27
0.147259932408396	-0.0466273998125024	0.348	0.378	1	PPP1R9B
0.147342098080657	-0.0430146345842516	0.293	0.318	1	AUH
0.14737927653499	0.0509676701000529	0.287	0.268	1	TDRD12
0.147398722660552	-0.0437336319192092	0.422	0.456	1	HS1BP3
0.147430825191135	0.018836757119218	0.364	0.34	1	C19orf44
0.147488889491065	-0.0569691010269723	0.309	0.338	1	ZNF281
0.147509341594332	0.0374247312442234	0.401	0.383	1	HIST1H2AK
0.147642815346664	0.024802905390357	0.418	0.393	1	BCL2L12
0.14771841405329	-0.0429442786764846	0.452	0.489	1	KLHDC2
0.147727257148973	-0.0261640815965045	0.128	0.149	1	SEMA3F
0.147743791349081	-0.0539719842480836	0.292	0.32	1	GLMN
0.147795621831289	-0.0103590310848928	0.108	0.129	1	ADGRA2
0.147871804424449	0.0499689161002835	0.67	0.646	1	XKR6
0.14794590265962	0.0383485982591059	0.241	0.222	1	TLK2
0.148179720082459	0.044366648034425	0.501	0.483	1	SPAST
0.148265067428203	0.0682434928636689	0.55	0.531	1	RCSD1
0.148382864068842	-0.0901570556500343	0.553	0.534	1	STPG2
0.14848166349008	-0.0333513709234935	0.282	0.317	1	ESD
0.148501409387098	0.0216043736944879	0.58	0.544	1	SAMSN1
0.148748959400997	-0.0362559187990928	0.141	0.161	1	BLMH
0.148770073100617	-0.0212955335160112	0.319	0.354	1	SNX18
0.148876074982427	0.034323865749986	0.582	0.566	1	CDK16
0.148881075644277	0.01717431924915	0.101	0.084	1	PCDHGC4
0.148951544799049	0.0317619648447955	0.632	0.616	1	BAD
0.148956707401657	-0.0391152157956954	0.316	0.342	1	KLHL31
0.148964668577694	0.0469728075010156	0.395	0.373	1	NDUFAF4
0.149077305423228	0.00982201042163044	0.497	0.467	1	RP11-51F16.8
0.149080838641602	0.0549559188453516	0.19	0.173	1	ACTR8
0.149100700430459	0.0405911838561853	0.604	0.574	1	SPAG7
0.149198563535636	0.0258030163640964	0.428	0.402	1	IFNAR1
0.149212910886242	-0.0558082399177109	0.37	0.399	1	GNAT2
0.14928056808992	0.0286198454070267	0.477	0.452	1	FAM111A
0.149614566094683	0.00504944126966811	0.311	0.28	1	SLC36A4
0.14963727772523	0.0618204627437103	0.238	0.218	1	SOGA1
0.149655660416553	-0.0297347371770111	0.424	0.466	1	MAP4K5
0.149655818541653	0.0333656501571327	0.11	0.093	1	SLC51A
0.14978153244266	-0.0156106357018771	0.364	0.401	1	HNRNPR
0.14996094128729	-0.0413285980052324	0.501	0.529	1	VTA1
0.14998704244261	0.043612706541086	0.362	0.345	1	KIAA0100
0.150039611937206	-0.0120860042024101	0.519	0.496	1	CDH18
0.150056816623273	0.0502594924784479	0.306	0.288	1	WDR87
0.150087979170738	0.0523669661325138	0.403	0.389	1	PPP1R37
0.150104838162866	0.0418182764863059	0.258	0.238	1	RTEL1-TNFRSF6B
0.150210212958015	0.0480249924589504	0.417	0.398	1	PAK2
0.150224530937242	0.0204176181363674	0.264	0.24	1	ADPRM
0.150239969479875	0.0427028368874803	0.329	0.305	1	DMPK
0.150340673444203	-0.0317541611291474	0.493	0.531	1	RPL17-C18orf32
0.150366462323488	-0.0347477448787129	0.163	0.186	1	CD2BP2
0.150427384162093	0.066290163588221	0.297	0.278	1	EMC1
0.150517750705086	-0.0180130169382807	0.114	0.133	1	AC090094.1
0.150518283686064	0.0268641360788997	0.628	0.612	1	LEPR
0.150518968218801	-0.0462018403557243	0.211	0.234	1	TMEM234
0.150527237647329	0.0256854193139364	0.341	0.315	1	MRPL44
0.150571407461977	0.0410803443371193	0.531	0.513	1	THAP6
0.150793147075896	0.0350180212128395	0.288	0.264	1	KAT5
0.151044182095342	0.0335817746988909	0.223	0.203	1	TPI1
0.15105173982746	0.0387926830120455	0.164	0.145	1	HYKK
0.151057841022557	-0.0661431056916867	0.615	0.627	1	ARL4A
0.151092857251216	0.0389888870365835	0.359	0.338	1	TAF6L
0.151167700527833	0.0306692765749358	0.223	0.204	1	JAK3
0.151268449848838	0.0306269069353118	0.377	0.363	1	CDK12
0.151303340581745	0.0232644555288477	0.604	0.576	1	CHRAC1
0.151446787239608	-0.0433339850730994	0.701	0.723	1	CXorf40B
0.151699673487271	0.0247781062393103	0.679	0.657	1	E2F3
0.151737931253891	0.0164630730887665	0.43	0.414	1	UBA6
0.151826168280375	-0.0431612702309441	0.859	0.869	1	DLEU1
0.151847341573633	0.0244826816971881	0.543	0.532	1	FAM156A
0.151909763001938	0.00870000112527095	0.118	0.14	1	NEK3
0.152062624701179	-0.0792970872636396	0.119	0.1	1	PTPRT
0.152207666321485	0.0245793286593455	0.218	0.199	1	MOCS3
0.152294984696559	-0.0262066824495008	0.375	0.418	1	CD84
0.152785478093921	0.0394800930197887	0.63	0.606	1	RSF1
0.152852680420317	-0.0457871968789043	0.432	0.458	1	NAF1
0.153036036388721	0.0393743567513899	0.621	0.611	1	RP11-795F19.5
0.153045116080102	0.039499970146225	0.489	0.478	1	NCLN
0.15319978101421	0.0329694174264513	0.266	0.248	1	C19orf43
0.153251137194791	-0.0575939005308542	0.466	0.492	1	ZFP36
0.153277422571605	0.0147632448820254	0.266	0.243	1	FOXO4
0.153318488541675	0.04223091443467	0.468	0.449	1	ZADH2
0.153378680027906	0.019733870408703	0.622	0.583	1	NDE1
0.153391989351899	0.0299690739136982	0.306	0.279	1	PDIK1L
0.153482764191449	0.0348906288448259	0.736	0.727	1	SERPINI1
0.153534601371518	-0.0881182556020318	0.447	0.471	1	STARD9
0.153583492862507	0.0272138123547481	0.798	0.766	1	HECA
0.153596205925893	0.0363526005500583	0.409	0.388	1	ERMP1
0.153652360905351	-0.0376880788662285	0.292	0.322	1	ZNF548
0.153653539998133	0.0170834437071571	0.194	0.173	1	POLR2C
0.153741789513989	-0.00784477535388273	0.398	0.436	1	TXN2
0.15376451876514	-0.0284757330059775	0.098	0.116	1	RP11-96L14.8
0.153882187624585	0.00484769986781008	0.614	0.584	1	ORMDL2
0.153952412076152	-0.0237334708492986	0.149	0.171	1	ST3GAL4
0.153960793351185	0.0393362802991553	0.313	0.292	1	TM9SF4
0.154005704701518	0.0155249352533419	0.326	0.303	1	MRPS14
0.154030724683375	-0.045902915142142	0.334	0.362	1	NSUN2
0.15404670411544	0.0294484069102784	0.131	0.114	1	AQP6
0.154140737615181	-0.0315092256439594	0.245	0.273	1	SLC39A13
0.154208951193584	0.0400225861370067	0.528	0.503	1	SPSB2
0.154231069425025	0.0261199785709374	0.113	0.096	1	GNPTG
0.154233602233339	0.0738527903348661	0.253	0.233	1	KLHL1
0.154275262467317	-0.0409847041888902	0.319	0.345	1	C3orf38
0.154648583450979	-0.0256244209501301	0.352	0.378	1	TRPC1
0.154660418297515	0.0265846492170342	0.164	0.145	1	EIF3G
0.154768165620173	0.03059907313546	0.807	0.783	1	RAB4B-EGLN2
0.154866962070848	0.0363562736966362	0.175	0.154	1	BEX5
0.15493857115956	-0.0484624115145328	0.486	0.523	1	TIAL1
0.154972589053137	-0.0215869246810122	0.458	0.492	1	ARPC4
0.155061226350442	0.0351095862049413	0.487	0.457	1	CTD-2140B24.4
0.155169852861273	0.0534617832312416	0.437	0.421	1	DPP9
0.155264290430719	0.0189646092614223	0.277	0.255	1	ZNF816
0.155360833986726	-0.0211161729608639	0.176	0.198	1	BAK1
0.155365739045705	-0.021469804926878	0.106	0.125	1	DDAH2
0.155405545977975	0.039635696453891	0.274	0.257	1	NDUFS5
0.155449057763541	0.00222775758803068	0.253	0.225	1	MFAP1
0.155469135298264	0.017762162783086	0.429	0.404	1	SPON1
0.155594965835795	0.0474179247839074	0.27	0.247	1	ABCB10
0.155633322507491	-0.0378847407608213	0.279	0.309	1	RAC1
0.155686235118351	0.022453861405936	0.453	0.429	1	WDR6
0.155710779293229	0.0408678318848067	0.584	0.572	1	RP11-548K23.11
0.155819793508898	0.0129740325644302	0.348	0.32	1	DNAJC19
0.155835568971927	0.052936133877908	0.273	0.253	1	MDGA1
0.155906382710059	0.0392770526551443	0.154	0.136	1	SEMA3D
0.1559249040606	-0.00148023745713316	0.257	0.284	1	URB1
0.156017150805421	-0.0659549576586187	0.684	0.685	1	AKT3
0.156024401900002	-0.0072933003760174	0.093	0.111	1	SPINK4
0.156176498385282	0.0348184173336623	0.581	0.561	1	FMC1
0.156249636165003	0.0176371918576	0.302	0.279	1	EMILIN1
0.156335950038927	0.021841564360732	0.634	0.608	1	DCAKD
0.156349149807233	0.0308890015481489	0.656	0.646	1	HNRNPK
0.156362772800927	-0.0191620585786548	0.142	0.165	1	CR1
0.156417401861869	-0.0350669785631794	0.228	0.254	1	OSTC
0.156427557232293	-0.0789228175418838	0.277	0.303	1	SLC4A8
0.156452636721637	-0.0612732549681179	0.181	0.205	1	SLIT2
0.156462621661888	0.0250611785378506	0.625	0.586	1	KIAA1468
0.15646679292145	-0.0413322965480959	0.475	0.499	1	EFCC1
0.156499363021727	0.0327350835800165	0.451	0.424	1	CCDC94
0.156523954037179	-0.0297553935158216	0.111	0.129	1	COPRS
0.156579704935173	0.0335442372157921	0.243	0.224	1	REEP4
0.156584462218762	-0.0117681268706779	0.281	0.317	1	SDF2
0.156628083346293	-0.0150764977211035	0.289	0.318	1	TARDBP
0.156644502744329	-0.0178140316451815	0.217	0.247	1	QARS
0.156688029457616	-0.0535422813554244	0.231	0.259	1	ZDHHC13
0.157099913570862	0.068996893964083	0.224	0.208	1	TRIP13
0.157105436917397	-0.042351292359439	0.558	0.581	1	SPG11
0.157167628238958	0.0282120643738393	0.128	0.11	1	RTCB
0.157252884351263	-0.0320195399911746	0.323	0.353	1	FAM174A
0.157265429582945	-0.0481752595725897	0.181	0.202	1	ZBTB26
0.157276035619699	-0.0405580519076926	0.436	0.477	1	TMTC4
0.157308534310917	0.061449379160161	0.319	0.308	1	LRCH3
0.157370695695953	0.0462170675848675	0.386	0.363	1	SH3YL1
0.157433458717559	-0.0286822082059411	0.244	0.277	1	GAP43
0.157435695358631	0.0589475521881055	0.402	0.384	1	POU2F2
0.157436424297226	0.036774400690825	0.226	0.205	1	NMNAT1
0.157499555035052	-0.0374599135263652	0.338	0.373	1	ADRM1
0.157542574507084	0.034302840550807	0.135	0.118	1	SPATA21
0.15758798853239	0.0482180019171051	0.687	0.675	1	STAT1
0.157623689286399	-0.0498702836540272	0.308	0.335	1	PCGF1
0.157649183057236	-0.0277828418149474	0.269	0.298	1	FOSL1
0.15765590571352	0.0240362208921755	0.249	0.228	1	MUT
0.157746821946821	-0.032602211194944	0.485	0.513	1	DESI1
0.157813776040698	0.00321949683128486	0.176	0.156	1	PBX1
0.157907189842751	-0.0264074367460862	0.339	0.368	1	VPS52
0.157963910552607	-0.0170508383808441	0.09	0.108	1	MESP1
0.157973596771137	0.0402135277910073	0.173	0.154	1	KLHL42
0.15815527828404	-0.087346862854676	0.534	0.556	1	PPM1L
0.158238229934051	0.0429081621517298	0.728	0.733	1	MTSS1
0.15842053732784	-0.0685875054277284	0.561	0.574	1	MIB2
0.158447370600451	-0.037559369230416	0.535	0.576	1	SPTY2D1
0.158495800012433	-0.00241698451660768	0.172	0.153	1	TP63
0.15853951167686	-0.0231409066415207	0.3	0.33	1	CDC25A
0.158596647609396	0.0293170361309478	0.495	0.471	1	C17orf97
0.158603352430003	0.0421316830915372	0.285	0.267	1	EFL1
0.158667435264273	-0.0096788376309497	0.175	0.198	1	ZNF483
0.158834117673249	0.039297286687971	0.251	0.227	1	EIF2B3
0.158900275869814	0.0332066062297613	0.509	0.482	1	CLTC
0.158913728788118	-0.029606277970297	0.88	0.867	1	SEPT9
0.158930211513901	-0.111420556987589	0.27	0.292	1	SLC41A3
0.159015214726048	0.0480796430069597	0.415	0.392	1	DHX29
0.159067585866044	-0.0387740488677618	0.478	0.511	1	GOLGA7
0.159101114663657	-0.0656216570832676	0.478	0.508	1	EPG5
0.159491176089326	0.0391700605608436	0.48	0.462	1	SLC7A6OS
0.159493055682411	0.0274224123458518	0.265	0.237	1	VBP1
0.159556913523901	-0.0216909891867212	0.187	0.21	1	SFT2D1
0.15957051381168	-0.0303406993587773	0.099	0.116	1	PLEKHG6
0.1596717431291	0.0290725645455523	0.335	0.313	1	SF3B4
0.159679753450889	0.0308396365938483	0.649	0.623	1	FNBP4
0.159727447708758	-0.0433450680670228	0.153	0.175	1	IL26
0.159744119457341	-0.0410441484342797	0.402	0.429	1	TMEM135
0.159746944664414	0.0223557244225545	0.621	0.606	1	GCA
0.159791357977673	-0.00983146163711374	0.356	0.393	1	LYSMD2
0.159920555026243	-0.0262105900192479	0.453	0.478	1	SLC25A38
0.160010333195651	0.0200681977839583	0.694	0.668	1	PPP3R1
0.160044231362627	-0.0296238313309802	0.67	0.692	1	TMEM70
0.160060478848697	-0.0413479591969528	0.558	0.583	1	CAB39
0.160151510749011	0.0390995009666591	0.141	0.125	1	TNFRSF10C
0.16022354866193	0.0404536103866904	0.351	0.33	1	MRPL37
0.160236013356241	0.0417862103650172	0.193	0.175	1	AC025335.1
0.160242606599671	-0.0140116996543531	0.174	0.202	1	COL21A1
0.160261096976184	-0.0413039988903603	0.594	0.62	1	SEC14L1
0.16035036186164	0.0361169502772983	0.284	0.264	1	ERLIN1
0.160527860868013	0.0330330656405469	0.149	0.13	1	CCDC175
0.160543231452523	0.0456622454547332	0.671	0.637	1	TYW1
0.160543815030207	0.0143009793182686	0.179	0.155	1	FOXB1
0.160562753031628	-0.0164667423616952	0.161	0.184	1	ATP6V1B1
0.160656932026073	0.0320141644150606	0.135	0.118	1	FAM114A1
0.160705521491134	-0.0114817141274475	0.225	0.252	1	MED1
0.160726957816237	0.034981588041521	0.218	0.199	1	RFC5
0.160913330461142	-0.0572457193637937	0.506	0.527	1	KIAA0513
0.160975802898625	0.029306301066249	0.28	0.259	1	SNX19
0.161096871426324	-0.0417057462600072	0.775	0.766	1	ISY1-RAB43
0.16127059145567	0.0316846841146472	0.736	0.716	1	NDUFA11
0.161339754678772	0.0510958615162015	0.479	0.466	1	KCNA2
0.161403578678736	0.00690297671577034	0.472	0.439	1	NUDT4
0.161417393826833	-0.0156620881160161	0.202	0.229	1	NOP10
0.161505774092701	0.0313635524326302	0.327	0.307	1	PPP1R3B
0.161635763822562	0.0578250774828392	0.397	0.37	1	MMAA
0.161677002903301	0.0156033616409769	0.147	0.129	1	ZNF268
0.161695738396005	0.0432562719687246	0.674	0.666	1	TMEM8B
0.161757176384384	0.0320194761889529	0.255	0.235	1	ATP5I
0.161760959370431	-0.00755376778577899	0.676	0.657	1	TSN
0.16182411610548	-0.0256846478899848	0.262	0.289	1	AP1B1
0.161850934239675	0.0326364625726898	0.163	0.144	1	CD52
0.161853048580425	0.0338743038794365	0.735	0.708	1	FUBP1
0.16187834696936	-0.0126267564860566	0.584	0.564	1	SEC22A
0.162119319659506	0.0379074459159258	0.458	0.441	1	PTBP2
0.162182183666142	-0.0336070029898692	0.517	0.552	1	GATS
0.162271010605884	0.0217913891916489	0.119	0.103	1	TNFSF13
0.162324157314054	-0.0383724936539344	0.689	0.705	1	SHOC2
0.162367430870157	0.0434701286540236	0.645	0.62	1	RNF5
0.162388810528077	0.0702743501551656	0.4	0.388	1	ZCCHC14
0.162392962848946	-0.0121889057225741	0.238	0.267	1	UBN2
0.162534752158483	0.018294649940445	0.215	0.194	1	ARF5
0.162547906727554	0.0476295670269773	0.314	0.294	1	HIKESHI
0.162555573819464	-0.0301009726201071	0.291	0.323	1	DENND2C
0.162632742468194	0.015394904043358	0.361	0.33	1	KHNYN
0.162730428367277	-0.0111282809308715	0.169	0.195	1	ACTRT3
0.162748288867763	0.0372194810156106	0.278	0.254	1	BRAP
0.162783942272865	-0.0242615595953203	0.167	0.191	1	ZNF75A
0.162787347113601	0.0389524398273408	0.397	0.375	1	SCFD1
0.162904005187542	-0.0407206875714299	0.161	0.183	1	TNFRSF14
0.162942451580103	0.00427186933477686	0.449	0.486	1	CD2AP
0.16294708429057	-0.0114243171294172	0.099	0.116	1	SLC24A3
0.16296842484605	-0.039788040157043	0.109	0.129	1	C11orf63
0.163060447097981	0.0197078466965261	0.122	0.104	1	ARHGAP40
0.163083925749556	0.0257578687799234	0.512	0.487	1	PHF8
0.163105462169183	-0.0731921256032353	0.354	0.389	1	STK3
0.163580411147343	-0.0315031627353703	0.386	0.412	1	TGIF2
0.163694610219554	0.0427550889007669	0.294	0.275	1	RWDD2A
0.163782801274809	-0.0400855834906489	0.324	0.348	1	CDIP1
