p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
0.408882934970446	-0.0463176351915089	0.144	0.171	1	CERKL
0.408915124730378	0.112488983529362	0.662	0.682	1	EYS
0.408931219045928	0.0443527168205393	0.179	0.152	1	COMMD7
0.408935000409689	0.368508845489515	0.205	0.185	1	GRIA4
0.409016218883992	-0.0918612785236639	0.278	0.308	1	NSA2
0.409049225044227	0.181316696067042	0.369	0.36	1	LYRM2
0.409181563243373	-0.148068450889981	0.144	0.166	1	BTK
0.409188522365978	0.0881158503708503	0.361	0.336	1	C12orf4
0.409301678449842	-0.00227627494612981	0.513	0.555	1	CTD-2410N18.5
0.409312104868959	0.0823691621279379	0.258	0.232	1	NR6A1
0.409347276353614	-0.205928965500631	0.109	0.128	1	ICAM1
0.409536799739094	-0.0406707419554266	0.192	0.223	1	MKS1
0.409626727524516	0.0909563331662296	0.245	0.218	1	BRD4
0.409628951063135	-0.0147297973290008	0.278	0.318	1	CEP55
0.409633492523278	0.121553766689506	0.495	0.479	1	LYPD3
0.409732477580169	0.163177668193439	0.227	0.194	1	TARS2
0.409849905574781	0.184131269089754	0.321	0.299	1	NLGN2
0.409871668311112	-0.0691422915393978	0.104	0.128	1	EIF3L
0.409888941871964	0.209935811872407	0.111	0.09	1	ATPAF1
0.41008089581233	0.226813888314569	0.275	0.246	1	GIGYF2
0.410086839958166	-0.0989108186027619	0.119	0.142	1	NME4
0.410122906875039	-0.00701658675593864	0.232	0.27	1	RP11-111M22.2
0.410225960808349	0.212812230465703	0.189	0.166	1	IAH1
0.410469112990835	-0.0173388654729538	0.535	0.498	1	TPT1
0.410701139403457	0.105719499253435	0.359	0.322	1	CCT3
0.410725965193689	0.353973122695049	0.182	0.156	1	TSTD1
0.410784837836398	0.273022686118052	0.308	0.284	1	ZNF446
0.411014910355907	0.0720380989686997	0.475	0.441	1	MAP3K2
0.411078677651227	-0.0998967734836995	0.434	0.479	1	MDM2
0.411237888580116	-0.186359201355761	0.182	0.209	1	TMEM154
0.411314360882395	0.23566411726782	0.255	0.237	1	RAB40B
0.411458251724352	-0.07264608831279	0.189	0.218	1	TMEM242
0.411584423674465	-0.0465129309913412	0.227	0.256	1	CIR1
0.411640672634868	-0.132190095606677	0.146	0.171	1	C7orf26
0.411658658050667	-0.0821909303665285	0.588	0.645	1	AASDHPPT
0.411814549654231	-0.223639737385826	0.129	0.152	1	MRPS15
0.411871941618201	0.0148725051796466	0.149	0.18	1	FAM221B
0.412047021718901	0.178964415845215	0.439	0.408	1	CD59
0.412254694820145	-0.138860484959477	0.442	0.469	1	LAPTM4A
0.412390674104492	0.0856459200406234	0.389	0.351	1	STAT2
0.412658492481402	0.300996609375294	0.126	0.104	1	ZNF324B
0.412753056216369	0.167254751510611	0.273	0.251	1	SMNDC1
0.412778825615528	0.145840516417072	0.429	0.408	1	ALPK2
0.412835210883942	0.283498821001995	0.139	0.118	1	ENKD1
0.412838517027889	-0.0362599293046508	0.124	0.1	1	ARMC9
0.412982907142131	0.391725530256072	0.141	0.118	1	MEGF11
0.413107909615915	0.271881127598634	0.301	0.28	1	WDR54
0.413604358190776	0.130745078667967	0.467	0.464	1	OPA3
0.413647470473853	-0.37157002301551	0.116	0.137	1	TMEM106C
0.413968231308256	-0.155559720903865	0.323	0.355	1	RPS27A
0.413979731495036	-0.0578002124267774	0.396	0.46	1	PAFAH2
0.414201644811216	0.12046265553625	0.311	0.289	1	CHIT1
0.414457506026286	0.181612730619272	0.354	0.332	1	BIN3
0.41450780407543	0.0383496444064564	0.338	0.308	1	ZNF524
0.414721873519511	-0.0681880498564591	0.131	0.156	1	SLC25A21
0.414851894809006	0.101686373314913	0.136	0.114	1	EGR4
0.414860495146544	-0.0562129668416629	0.159	0.19	1	APEX2
0.4149583205202	0.112513152240937	0.212	0.19	1	SLC41A2
0.415001655825094	0.274376068382331	0.124	0.104	1	TRIM62
0.41506269720208	0.15347892355244	0.306	0.289	1	GRM8
0.415126137336847	0.256029258091001	0.101	0.081	1	SNF8
0.415273495982624	-0.0294030029702508	0.455	0.517	1	CCDC6
0.415355675870521	0.000573118811651119	0.247	0.284	1	EFR3A
0.415394767695486	0.155058885456303	0.338	0.322	1	PMVK
0.415406760588558	0.442097070911823	0.121	0.1	1	FN3KRP
0.415416084083688	0.302266877352733	0.116	0.095	1	RP11-723O4.6
0.415532655769487	-0.0665144631398373	0.169	0.199	1	TBC1D20
0.415554649078666	0.156853328313516	0.525	0.483	1	METTL9
0.415685808549119	-0.067170997199508	0.205	0.232	1	GEMIN2
0.415808724514297	-0.0545602028736423	0.258	0.294	1	ATP5E
0.415831327006648	-0.0723636295150627	0.664	0.678	1	TSC22D3
0.415917850143047	-0.104795420032817	0.288	0.318	1	RP1-317E23.6
0.41602442116618	0.168570639031197	0.202	0.18	1	RP11-545J16.1
0.416029781598806	-0.0461731753811905	0.263	0.303	1	RSPH1
0.416259442386656	-0.0751149010056982	0.154	0.18	1	ZNF749
0.416336349744724	-0.024951765566682	0.485	0.536	1	MRPL33
0.416463981984287	-0.201303850987812	0.139	0.166	1	RPL17
0.416704178428763	0.0802628998978441	0.111	0.09	1	KIT
0.416813891088716	-0.100461928302878	0.417	0.436	1	NPM1
0.416873316178643	0.156353748027458	0.177	0.147	1	RIDA
0.417064926486609	0.0200382415171116	0.227	0.261	1	FUT11
0.417066220050561	-0.0600349213569376	0.376	0.427	1	MZT1
0.417082581804477	-0.16088926299174	0.333	0.37	1	TADA1
0.417115043538557	0.199119277779778	0.174	0.147	1	HECTD3
0.417206348878869	-0.0966204594186375	0.24	0.275	1	METTL18
0.41729057681414	-0.037707686748546	0.306	0.341	1	GPR65
0.417299499445159	-0.133299689554762	0.26	0.284	1	ZNF891
0.417429897724787	0.27369223134369	0.154	0.133	1	DPY19L3
0.417597289932785	-0.099428452082458	0.492	0.536	1	USPL1
0.417721570804789	0.04625346018504	0.22	0.251	1	GBAS
0.417910337218896	-0.0139530703350303	0.245	0.284	1	ZMPSTE24
0.417919230645773	0.163389015327455	0.379	0.36	1	DIAPH3
0.417922559995424	0.127294281510715	0.146	0.123	1	RPUSD3
0.418071073914691	-0.060995584222642	0.429	0.469	1	OXCT1
0.418304109649064	0.0391602430569116	0.636	0.626	1	DCAF11
0.41836893521167	-0.0649446219712693	0.197	0.166	1	KIF26B
0.418396086418803	-0.0799291414144592	0.402	0.431	1	MAP3K11
0.418513294892918	0.250730703330128	0.116	0.095	1	RSG1
0.418517856149578	0.12861557534041	0.207	0.18	1	KCNMB2
0.418548850067931	0.0231134149771013	0.576	0.545	1	RFFL
0.418560098175452	0.0442473430836341	0.495	0.583	1	ARID1A
0.418590608977324	-0.0635562611311347	0.53	0.555	1	FOSB
0.418776513654668	0.0997249499790678	0.242	0.213	1	EPHA5
0.418814546376552	-0.045868940316693	0.096	0.118	1	ZBED3
0.418896893260652	0.126489730526345	0.29	0.265	1	KCTD21
0.419106505334751	0.200870011976924	0.126	0.104	1	ARL8A
0.41918158279744	0.215787418597927	0.29	0.275	1	ENTPD4
0.419186983857076	-0.0582106251731327	0.313	0.355	1	IL5RA
0.419203037348443	0.130679086091634	0.144	0.118	1	ANO4
0.419348856517081	0.097610710010344	0.457	0.431	1	NFATC3
0.419379713265518	-0.0503462147119431	0.26	0.289	1	LAX1
0.419424485840202	0.0618860742012144	0.386	0.37	1	NEGR1
0.419493049807572	-0.112286308593397	0.402	0.431	1	PTPN6
0.41952371562164	-0.0442385808431527	0.439	0.479	1	H2AFZ
0.41977568695353	0.0656751269222293	0.114	0.095	1	SORD
0.419872084406728	0.0449384999551028	0.111	0.09	1	TNFRSF10C
0.419892544889789	-0.00930915131551324	0.518	0.54	1	GNPTAB
0.4199862238077	-0.153464904400674	0.141	0.166	1	UNG
0.420079297464977	0.0210348114626482	0.389	0.351	1	RBM4
0.420084713137675	0.233650656798258	0.215	0.199	1	ARL2-SNX15
0.420117994515274	0.203661408021448	0.25	0.223	1	CACNA2D1
0.4201624324106	0.192799840363223	0.371	0.355	1	MFSD4B
0.420170547257722	-0.0874989838070273	0.515	0.555	1	SS18L2
0.420201217857006	0.108573269808239	0.285	0.256	1	CHRNB1
0.420246307219924	-0.125175753681505	0.346	0.384	1	ANKRD49
0.420247639346373	0.10428861065925	0.561	0.536	1	PATL2
0.420535231480506	0.0908298024813126	0.429	0.488	1	CEP57L1
0.420639989779296	-0.258467735107757	0.146	0.166	1	SLC50A1
0.420648853309724	-0.085322285313	0.263	0.294	1	CTC-487M23.8
0.420723770191112	0.130809821984694	0.356	0.412	1	STAU2
0.420748623406195	-0.0852395932330634	0.25	0.284	1	NCKAP5L
0.420870234174152	-0.164775705482798	0.242	0.265	1	SHC4
0.420970681892435	-0.203740229683627	0.116	0.137	1	CYB561
0.421015424027357	-0.0981610191796898	0.27	0.303	1	SLC39A6
0.421023902108458	0.289460069323253	0.217	0.251	1	DDX11
0.421047550845818	0.102062680430207	0.561	0.559	1	MDH1
0.421493257570893	-0.118502761961186	0.106	0.128	1	ZNF683
0.421662387627923	0.22048307382514	0.149	0.128	1	LHX9
0.421777195951478	0.202089511051527	0.265	0.237	1	RIF1
0.421928861202582	0.136795902550896	0.169	0.142	1	NDUFS6
0.421989925438005	-0.211975471630202	0.159	0.185	1	CLNS1A
0.422008386558945	0.114097103743094	0.669	0.64	1	HSPA8
0.422081631349152	-0.023425713150758	0.369	0.436	1	UCHL3
0.422191977036908	-0.0510879086758591	0.391	0.431	1	RIOK2
0.422413173764684	0.0440986236161145	0.596	0.564	1	MIB1
0.422531166746937	-0.0230412438999918	0.237	0.275	1	NDUFS2
0.422543795751901	-0.0628424346765131	0.336	0.37	1	UFSP2
0.422568597045322	-0.183740885388442	0.157	0.175	1	PQLC1
0.42259348118515	0.257224016975373	0.119	0.1	1	CPE
0.422619939747559	0.094686484357545	0.247	0.218	1	ZNF493
0.422663983055408	0.167685941918661	0.116	0.095	1	CHPF2
0.422784561891521	-0.0578654497691986	0.164	0.19	1	PCGF3
0.422835815028532	0.0279697077482091	0.268	0.313	1	SKIL
0.423294158506946	0.176900242900807	0.326	0.299	1	AL022067.1
0.423376884852723	0.151326519401935	0.232	0.204	1	NTMT1
0.423453912426861	0.0953655425608668	0.263	0.232	1	HN1
0.423454559921214	0.310733324378629	0.141	0.123	1	SPACA6
0.42356965601154	-0.158445503403855	0.159	0.18	1	EMC1
0.423586805626083	0.127911984889212	0.184	0.161	1	PEX13
0.423652702098737	-0.121355360595029	0.409	0.436	1	TPMT
0.423737677384789	0.0476722787966914	0.503	0.488	1	KMT5C
0.423766259120758	0.00479446136318784	0.131	0.156	1	RABEP1
0.423767849105257	0.341497233498222	0.273	0.261	1	MICALL2
0.423804910446752	-0.0979437909395873	0.391	0.417	1	BIRC3
0.42393763359031	-0.0475195394213808	0.119	0.095	1	AKAP12
0.424168397931775	-0.283437995860734	0.189	0.213	1	GEMIN8
0.424188747716349	-0.0730309944266929	0.114	0.09	1	MLIP
0.424229044183155	0.202987688712898	0.278	0.256	1	TAP1
0.424277794778773	-0.07255720646751	0.222	0.251	1	HILPDA
0.424282070526404	-0.0253785298090097	0.381	0.436	1	B3GNTL1
0.424428358174765	0.109740359593058	0.336	0.303	1	TSACC
0.424509536768252	0.283274665973704	0.162	0.142	1	ZNF669
0.424564853208404	0.0248049605332736	0.172	0.142	1	TM7SF2
0.42458281237771	0.00314720818642278	0.316	0.365	1	ENDOD1
0.424644517543671	0.0696547212185989	0.207	0.237	1	TMCO4
0.424925236769305	0.0122582922377485	0.232	0.204	1	CEBPG
0.424996536703026	0.22348658573994	0.192	0.166	1	ZSCAN32
0.425445706420051	-0.283942994265393	0.318	0.336	1	NAAA
0.425450444131915	-0.0917098855821079	0.124	0.1	1	BICC1
0.425624554801131	0.177895345321626	0.331	0.303	1	GBP2
0.425706657045201	0.071748508610904	0.614	0.588	1	VEZT
0.425770802115135	0.159995331503693	0.232	0.213	1	PPP1R37
0.425886331994766	-0.182739896504712	0.152	0.18	1	HIST1H1D
0.42593835424715	-0.0081098746178665	0.29	0.322	1	ZNF273
0.426042274078391	0.196644864967775	0.26	0.237	1	NSUN2
0.426154717743868	0.170757967282464	0.374	0.355	1	NLN
0.426318486837994	0.133247941572401	0.199	0.175	1	PDCD5
0.426334116425084	-0.139837608378974	0.149	0.171	1	TRAIP
0.426349709938593	-0.173100266125986	0.217	0.242	1	HLA-A
0.426428651232193	0.141242616267325	0.396	0.374	1	TSSC4
0.426619674812582	0.137850590853541	0.126	0.104	1	LRP5
0.426658836933121	0.157696083913462	0.528	0.545	1	DOCK11
0.426761767598807	-0.181283229440808	0.374	0.398	1	DNAJC15
0.426767020757984	0.139390328450661	0.568	0.559	1	CRADD
0.426776490941611	0.13023650209806	0.596	0.597	1	PAQR8
0.426815073204489	0.25417831659847	0.217	0.194	1	ZMAT1
0.426967178340205	0.0799836257695019	0.429	0.412	1	STAT5B
0.426976444479659	-0.147546376740101	0.146	0.171	1	HRAS
0.427053673328241	-0.00800726160547738	0.088	0.109	1	SIGLEC9
0.427097014699219	0.0829226942575281	0.247	0.213	1	SMIM10L1
0.427158109500141	0.156723491567862	0.247	0.218	1	DNMT1
0.427204186062838	0.236625702162986	0.141	0.118	1	RRP1B
0.427215381037648	0.0118288787993202	0.47	0.498	1	USO1
0.427232602806209	0.0470973846008397	0.169	0.142	1	PPP1R9A
0.427362208693866	-0.0523009226609492	0.101	0.123	1	NUP85
0.427418718319857	0.208162532993917	0.152	0.128	1	CASC10
0.427448389565887	0.163302611285859	0.442	0.431	1	TOX2
0.42750668537699	0.200358883677172	0.263	0.237	1	UBB
0.427639696070198	-0.10304281643209	0.52	0.536	1	RBM39
0.427827152693738	0.045819246075274	0.139	0.166	1	NDUFA7
0.427896742133724	0.154278666214756	0.263	0.232	1	VRK1
0.42798736278216	-0.122719902303192	0.119	0.142	1	TTC22
0.428021302132336	-0.143006320752111	0.184	0.213	1	FOXD2
0.428072275785819	-0.120079360541615	0.288	0.318	1	SOX12
0.428107521364643	-0.0867996756119718	0.475	0.517	1	DNAJC1
0.428130224558132	0.0675170201408324	0.351	0.322	1	ARL5A
0.428536478443172	0.0198734898550683	0.152	0.18	1	FGFBP3
0.428781217909666	0.293036587123549	0.119	0.1	1	TTC34
0.428967248582233	0.0887263085514065	0.343	0.313	1	PPP2R3B
0.429015489668141	-0.121640184879704	0.157	0.185	1	RP11-644F5.10
0.429029481376726	-0.0681947917631029	0.46	0.502	1	TROVE2
0.429052666907317	-0.277033871035163	0.119	0.137	1	METTL17
0.429064419667556	0.319814319393636	0.157	0.137	1	ZNF559-ZNF177
0.429196386663279	-0.321814222604744	0.247	0.284	1	CPS1
0.429250966560105	-0.0724046411234991	0.187	0.218	1	CTR9
0.429370356918263	0.215938347947829	0.187	0.161	1	C7orf25
0.429425796747993	-0.0766838800883223	0.313	0.351	1	RP4-613B23.5
0.429426984178514	0.264620458987264	0.152	0.133	1	FAM212A
0.429439239023299	-0.0695148467227298	0.51	0.555	1	CEP120
0.42948429565596	-0.12366509730966	0.434	0.464	1	HACD2
0.429520442227119	-0.238612655840449	0.265	0.294	1	HERC6
0.429566607229647	-0.109695049225906	0.679	0.711	1	ANO10
0.429630480066397	0.202208995283596	0.485	0.498	1	ZBTB4
0.429855565763335	0.277596933176842	0.336	0.332	1	SGTB
0.42989360753946	0.203739235194666	0.144	0.123	1	SRPK1
0.429941211162334	0.102543246168558	0.404	0.37	1	DUSP7
0.429959308891435	0.209091609480786	0.258	0.237	1	FZR1
0.430114573199216	0.0750347961008935	0.705	0.687	1	CAST
0.430140953090605	0.103714385425543	0.232	0.265	1	RP11-598P20.5
0.430174657314936	0.082598987502541	0.715	0.749	1	PTPRD
0.43021351644012	0.227563598155485	0.179	0.156	1	AC006449.2
0.430341911570529	0.180626758113516	0.253	0.232	1	FAM84B
0.430361922885592	0.083502154568788	0.646	0.63	1	PCNA
0.430427760771915	-0.0249638177929699	0.121	0.147	1	CCDC117
0.430680376192977	0.190127394911358	0.205	0.185	1	RAD54L
0.430688195014564	0.148678442477694	0.101	0.081	1	ZNF747
0.431068356921498	-0.0467795299847207	0.273	0.313	1	ANGEL2
0.431119523356203	-1.20374302747361	0.207	0.237	1	FGF12
0.431549920232642	-0.108064748038146	0.222	0.251	1	VDAC1
0.431610904880207	-0.0457026918126582	0.134	0.161	1	ELOF1
0.431627081338147	-0.0175992176250204	0.114	0.09	1	WNT11
0.431633656649707	0.267833891267489	0.25	0.227	1	LIN37
0.431661006796613	-0.189735613321784	0.581	0.616	1	MGAT4A
0.431792627285243	-0.0341133070903934	0.364	0.417	1	C12orf42
0.431867509368032	0.0527597593227853	0.429	0.403	1	LCK
0.432197163361477	-0.161712323251372	0.518	0.564	1	HMMR
0.432197183976038	-0.140069487656202	0.523	0.555	1	ARF4
0.432240368628835	0.118052993378281	0.29	0.265	1	CBX7
0.432247759008836	0.0487088516435426	0.508	0.483	1	CCDC115
0.432462744168302	-0.0638010501351705	0.283	0.327	1	RBKS
0.432471992640474	0.000932867076461674	0.409	0.46	1	HIST1H4H
0.432497742810499	-0.10841355675593	0.528	0.545	1	SAMSN1
0.4325280817638	0.163195400346078	0.121	0.1	1	APH1B
0.432529797738096	0.160205495096097	0.503	0.488	1	INVS
0.432629459170687	0.00979138548290837	0.376	0.417	1	SPATA5
0.432644667465192	0.150013299053212	0.505	0.521	1	TIMM21
0.432709397955295	0.221026424349817	0.21	0.19	1	P2RX5-TAX1BP3
0.432774915997398	0.153857053779898	0.677	0.711	1	CHD2
0.43277940918398	-0.119682033220651	0.174	0.199	1	CMTM4
0.43279840494828	0.199643561491743	0.167	0.147	1	SPATA6
0.432840585068243	0.0513276668801781	0.624	0.564	1	TXNRD1
0.433180125389761	0.319999734658994	0.109	0.09	1	HYKK
0.433668404782022	0.14868614615238	0.242	0.213	1	LDB3
0.433739237020347	0.138294988162462	0.268	0.237	1	SERPINE2
0.433788645276151	0.164684227165451	0.22	0.199	1	TRMT10C
0.433853634545925	-0.062109070504146	0.624	0.668	1	ARID2
0.433857962366395	-0.0679641991746645	0.27	0.303	1	ANKRD10
0.434083474369149	0.246231182751062	0.106	0.085	1	EMC4
0.434136126317354	-0.0260022424310578	0.593	0.654	1	RSBN1
0.434340170835431	0.122369247513283	0.121	0.1	1	STX1A
0.434789959875832	-0.0364710140132778	0.212	0.246	1	LATS1
0.434828019628519	-0.0886728206708283	0.263	0.289	1	VSIG10
0.434910798333244	-0.166091411535192	0.321	0.355	1	SRPRA
0.43491257063035	-0.0623699744429185	0.508	0.54	1	CARD19
0.435304253952785	0.000205864460463445	0.121	0.147	1	COL9A2
0.435348498555227	0.0716665527287201	0.639	0.602	1	TARBP2
0.43537760470089	-0.0733389350504581	0.106	0.128	1	SPINK2
0.435681873801815	0.10706266352495	0.449	0.427	1	NUCKS1
0.43574066629513	0.157121546538964	0.28	0.256	1	AKAP8
0.435796852623272	0.106475360649145	0.338	0.327	1	MEF2A
0.43588434675196	-0.017750759513083	0.346	0.389	1	COMTD1
0.436030501779763	0.145261004589655	0.27	0.242	1	SRRT
0.436178878405033	-0.1297883798831	0.23	0.261	1	PMPCB
0.43624474776452	-0.0707003581464232	0.255	0.28	1	PTCD2
0.436283364105397	-0.0079672120205887	0.121	0.147	1	BTBD1
0.436331585896117	0.102828599879925	0.139	0.118	1	TCTN2
0.436427423623598	0.0862295800204813	0.606	0.621	1	PRKG1
0.436443638394657	0.172243538111268	0.109	0.09	1	RAB20
0.436446536183625	0.223757596296705	0.318	0.299	1	ZNF506
0.436835422338075	0.0720825642584513	0.563	0.536	1	TMEM59
0.43711801089257	-0.0216124390883841	0.21	0.242	1	PI4KB
0.437247156981393	0.0756089685660228	0.333	0.308	1	ARHGAP30
0.437283066691605	-0.0151627079960057	0.379	0.422	1	RP11-637O19.3
0.437356243229813	-0.273226845142035	0.192	0.218	1	HIST1H4D
0.437579021377429	0.056960973716651	0.505	0.483	1	IMP4
0.437592023629709	0.141887739322599	0.336	0.303	1	VAPB
0.437596256189464	0.174492986982271	0.159	0.137	1	NAA25
0.437625904088429	0.129989394286802	0.361	0.351	1	DCAF7
0.437666872000682	-0.143857021907656	0.273	0.303	1	PCBD2
0.437812092720529	-0.243322890268627	0.126	0.147	1	MRPL22
0.437914099907968	0.0807196596214874	0.237	0.209	1	C19orf48
0.437936317163768	-0.0941711373085432	0.293	0.327	1	ANAPC10
0.4379430081186	0.0706783013279377	0.306	0.284	1	CYP4V2
0.438034223692188	0.205031210523477	0.174	0.152	1	SETDB1
0.438124298488855	-0.0334148280106039	0.684	0.678	1	LRP1B
0.438212091342593	-0.0280922135349	0.485	0.526	1	HNRNPA0
0.438463168574863	-0.0402845104762588	0.346	0.379	1	APLP2
0.438525597236313	-0.0117534558178105	0.503	0.464	1	DCUN1D4
0.438551574865446	0.00881454425601103	0.51	0.597	1	ATG3
0.438751833317066	0.0994329071327746	0.197	0.171	1	TUSC5
0.438903031412286	0.411765266198266	0.111	0.09	1	COQ9
0.438924252370672	-0.0765282881534759	0.364	0.403	1	GLUD1
0.438934113429162	-0.020162862965333	0.391	0.422	1	PSMA5
0.439068315210395	-0.0603072293223765	0.437	0.483	1	TBL1X
0.439220991713993	-0.0532501665470304	0.268	0.299	1	RELB
0.439248556776877	0.126441453407903	0.217	0.194	1	MRPL55
0.439304426683158	0.104265455496853	0.295	0.265	1	DNAJA2
0.439340294616358	0.220908726697077	0.134	0.114	1	ZNF583
0.439440882859143	-0.0709798012299308	0.167	0.194	1	GUSB
0.439526700356757	0.0427970773755564	0.795	0.806	1	PTK2B
0.439601951503411	-0.0351202689630428	0.508	0.55	1	OTUD4
0.439641026431937	0.0138553369730677	0.258	0.303	1	RPS10-NUDT3
0.439872175146625	0.209661477661508	0.212	0.194	1	MAP1LC3B2
0.439987604864207	0.112516005202535	0.235	0.209	1	UCP3
0.440052819811331	-0.143722307932868	0.295	0.322	1	ZC3H13
0.440194265815239	0.10407794147777	0.232	0.204	1	RHBDD2
0.440204106325682	-0.0827149115968232	0.247	0.265	1	SLC25A37
0.440222766370266	0.210802512470308	0.273	0.251	1	NCBP2-AS2
0.440378594360492	-0.0308787402563855	0.303	0.341	1	ELP2
0.440553764905635	0.116332016250681	0.449	0.412	1	MMAB
0.440556509246392	0.119733358104327	0.207	0.18	1	SAC3D1
0.440640941214249	-0.0770290047214259	0.331	0.36	1	PFKFB4
0.440645773488108	-0.0424858631480722	0.364	0.389	1	ARPC4-TTLL3
0.440677021451573	-0.0176407172430646	0.427	0.488	1	PAPSS1
0.440729850415473	0.0461266905154158	0.091	0.114	1	ZNF512
0.440784414517811	-0.08935926155451	0.255	0.275	1	ALKBH8
0.440801819936097	-0.0838543988777418	0.298	0.327	1	SDHAF3
0.4408205965793	-0.0991754651838548	0.157	0.18	1	POLR2D
0.440932612049128	-0.104623538685779	0.154	0.18	1	VTI1B
0.440934768960048	0.0851149121019945	0.482	0.46	1	LAMA3
0.440970872024975	-0.0641199019145078	0.232	0.261	1	CD79A
0.441077804289805	-0.00929098223113689	0.192	0.223	1	KIAA1147
0.441156901976323	0.186119858038477	0.194	0.171	1	ACSS3
0.441323779598235	0.214486243695208	0.265	0.246	1	CHPF
0.441413632912761	0.179097764481114	0.414	0.389	1	DPP10
0.441444152506771	0.0693548748780273	0.374	0.332	1	RPGRIP1L
0.441648472223596	-0.155239384953728	0.121	0.142	1	TMEM219
0.441760662195787	-0.10293619149497	0.172	0.199	1	GALNS
0.441841905194499	-0.25461521428959	0.098	0.118	1	RMND5B
0.441866596968912	0.245699159556348	0.192	0.171	1	RPS7
0.442060242109444	-0.0868030759189018	0.434	0.488	1	RP11-475E11.9
0.442091288258535	-0.0008489175026829	0.306	0.346	1	XRN1
0.442218026787719	0.168312618387393	0.462	0.436	1	NAT6
0.442512281799717	-0.360078568229392	0.199	0.223	1	LAMTOR3
0.442560656173139	-0.0113196794772714	0.503	0.536	1	FAM53C
0.44283950322106	-0.0877171471954257	0.573	0.531	1	ZBTB16
0.442908088200365	-0.0299781585819783	0.268	0.308	1	MMADHC
0.442912455964571	-0.0663529598138126	0.164	0.194	1	FUCA1
0.442945593314078	0.168112207320654	0.283	0.256	1	PROSER3
0.443147035046899	-0.0477948215235255	0.174	0.204	1	SPRYD4
0.443167113251885	-0.0526575382221468	0.533	0.483	1	ALCAM
0.443189771769253	0.0988132602910174	0.199	0.175	1	MAP3K6
0.443396871173818	0.175958065289616	0.268	0.251	1	ENTPD1
0.443408244009707	0.121732865627123	0.434	0.422	1	HSPA14
0.44344135230121	-0.145692234711089	0.28	0.308	1	LRRC2
0.443489178174122	-0.00547052992265784	0.374	0.431	1	STRA13
0.443830346065352	0.126456657638601	0.429	0.412	1	PLK3
0.444146366254492	-0.0248307994317467	0.518	0.54	1	TMEM80
0.44427077245414	0.216937542671915	0.384	0.379	1	TTC9C
0.444504862107547	-0.178343320586659	0.119	0.137	1	MFSD3
0.444555650083873	-0.127208068166493	0.273	0.303	1	GLA
0.444706409975392	0.234697517219166	0.268	0.251	1	PSTPIP2
0.444727468087713	-0.107207633419531	0.202	0.223	1	CDADC1
0.444819277499179	0.0473425263446896	0.189	0.161	1	SDHAF2
0.444858995511736	0.0853542131208448	0.419	0.408	1	NAV3
0.444913413166755	0.0659084669719165	0.321	0.374	1	EPSTI1
0.444926118065566	0.396327821457041	0.263	0.237	1	PTPN14
0.444967344405582	-0.0462650576554193	0.235	0.265	1	MIP
0.4451606322588	0.0411963905300885	0.245	0.28	1	POLE4
0.445256845219144	-0.0220840026902964	0.328	0.36	1	ZFR
0.445348466628964	0.0612976966668033	0.429	0.384	1	EPRS
0.445572820325853	0.0166707123595575	0.293	0.336	1	STX5
0.445579131152716	0.12138827984711	0.429	0.417	1	ATP13A3
0.445751256599903	0.215465953638193	0.242	0.218	1	DNAI2
0.446118770807353	-0.0994411632330863	0.235	0.265	1	LSM14B
0.446231807155984	0.283415905941245	0.235	0.204	1	ABHD6
0.446284044009787	0.162535089756527	0.202	0.18	1	COL19A1
0.44629619607822	0.130807980559929	0.447	0.417	1	GOPC
0.446380557971065	0.0349417865655173	0.197	0.171	1	PSRC1
0.446537548274094	-0.0278156740879996	0.626	0.668	1	ITSN1
0.446542634386793	-0.0244119297444223	0.104	0.123	1	COL11A1
0.446547610642891	-0.0257235841756998	0.346	0.379	1	BROX
0.446632974989171	-0.0821033597999863	0.164	0.19	1	UFSP1
0.446667451849961	-0.0724033318153177	0.202	0.232	1	ZNF432
0.446696116155556	-0.0410049367649568	0.449	0.493	1	TMEM163
0.446750448143427	0.00678794154220452	0.242	0.28	1	CDK12
0.447382662187865	-0.100551421765803	0.091	0.109	1	GALNT18
0.447491140686209	-0.0999813623797037	0.328	0.355	1	TIMM9
0.447624370775758	-0.106115498777443	0.28	0.303	1	ZNF740
0.447642260658011	0.117310067610344	0.356	0.322	1	ZNF398
0.447805749393604	0.0316229161531223	0.316	0.365	1	CC2D1B
0.447857581030085	-0.113648724232551	0.366	0.408	1	CDC37
0.447858974050255	-0.0797768545504987	0.341	0.374	1	CAPZA2
0.447862277612334	-0.0241986999197474	0.404	0.46	1	SUGT1
0.448115596485596	0.217719820747427	0.139	0.118	1	ZNF443
0.448137417123775	-0.26958004436841	0.086	0.104	1	LRRC61
0.448181750478311	0.266250475080181	0.144	0.123	1	HTATIP2
0.448289367282552	0.145190040441633	0.189	0.161	1	POP1
0.44842150813088	0.0696228278072608	0.384	0.445	1	RAF1
0.448572001422364	0.210501657455284	0.288	0.275	1	RP11-849F2.7
0.448611739269163	-0.0973417896328805	0.46	0.488	1	LNP1
0.448699294381969	0.204594953308344	0.346	0.327	1	CTLA4
0.448737054391217	0.000123111742533766	0.364	0.393	1	MICAL1
